device_id,recorded_at,pressure_pa,battery_v,lat,lon,hdop,sat_count,fix_type,speed_mps,msg_type,event_type
can_006,2026-01-21T11:26:26Z,106996,3.7,14.49407,33.1058,4.5,4,NO_FIX,3.65,HEARTBEAT,
can_006,2026-01-21T11:27:05Z,107375,3.67,13.49626,34.0048,1.8,9,3D,3.23,HEARTBEAT,
can_006,2026-01-21T11:27:16Z,105061,3.74,14.40327,33.5129,1.2,11,3D,0.29,EVENT,SERVICE_STOP
can_006,2026-01-21T11:28:05Z,105667,4.11,15.19581,31.80015,3.2,7,2D,8.62,HEARTBEAT,
can_006,2026-01-21T11:28:54Z,101325,3.92,13.89604,35.50142,0.9,9,3D,0.01,EVENT,DEPLETED
can_006,2026-01-21T11:29:29Z,109764,3.84,14.71144,30.77802,1.5,12,3D,0.88,EVENT,REFILL
can_006,2026-01-21T11:29:42Z,104792,3.82,12.8984,33.90686,1.8,9,3D,4.16,HEARTBEAT,
can_006,2026-01-21T11:33:26Z,102080,4.14,15.39205,32.79936,6.5,5,2D,5.25,HEARTBEAT,
can_006,2026-01-21T11:33:47Z,107315,3.87,14.99101,34.99906,1.1,11,3D,0.52,EVENT,SERVICE_STOP
can_006,2026-01-21T11:35:03Z,101325,4.16,12.86215,32.98393,1.1,12,3D,1.21,EVENT,DEPLETED
can_006,2026-01-21T11:35:23Z,101325,3.76,14.20556,32.10046,1.2,11,3D,0.79,EVENT,DEPLETED
can_006,2026-01-21T11:39:09Z,103532,3.77,15.54062,30.6983,5.0,7,NO_FIX,0.29,HEARTBEAT,
can_006,2026-01-21T11:42:06Z,101713,4.17,14.80344,34.50823,5.6,4,2D,1.84,HEARTBEAT,
can_006,2026-01-21T11:42:59Z,106319,3.53,13.49185,33.99888,5.9,5,NO_FIX,5.57,HEARTBEAT,
can_006,2026-01-21T11:43:15Z,101325,3.76,13.19871,31.19677,1.5,12,3D,0.96,EVENT,DEPLETED
can_006,2026-01-21T11:43:23Z,102104,3.69,14.50443,33.10486,1.1,11,3D,0.68,EVENT,SERVICE_STOP
can_006,2026-01-21T11:44:15Z,103535,3.97,13.89113,35.50749,7.5,4,2D,4.31,HEARTBEAT,
can_006,2026-01-21T11:45:07Z,110858,4.07,13.57072,35.51853,1.0,9,3D,1.3,EVENT,REFILL
can_006,2026-01-21T11:46:50Z,105407,3.57,14.7967,34.49464,1.8,9,3D,2.69,HEARTBEAT,
can_006,2026-01-21T11:46:57Z,104159,3.79,15.40195,32.79348,1.8,9,3D,7.49,HEARTBEAT,
can_006,2026-01-21T11:50:09Z,101325,4.16,15.4987,32.56803,1.4,11,3D,0.1,EVENT,DEPLETED
can_006,2026-01-21T11:54:17Z,103718,3.62,14.98435,33.76537,1.3,9,3D,0.69,EVENT,SERVICE_STOP
can_006,2026-01-21T11:56:24Z,104033,3.93,13.69332,30.80516,6.3,6,2D,11.02,HEARTBEAT,
can_006,2026-01-21T11:57:09Z,105148,3.71,12.9068,33.89466,2.1,7,2D,2.3,HEARTBEAT,
can_006,2026-01-21T11:59:56Z,103462,3.74,12.90326,33.89489,4.7,4,2D,1.18,HEARTBEAT,
can_006,2026-01-21T12:02:56Z,110894,3.76,13.89422,35.5039,1.4,12,3D,1.04,EVENT,REFILL
can_006,2026-01-21T12:03:39Z,101837,4.08,12.90518,33.89985,3.8,7,NO_FIX,10.92,HEARTBEAT,
can_006,2026-01-21T12:05:52Z,106840,3.87,12.49148,33.67594,4.9,5,NO_FIX,2.25,HEARTBEAT,
can_006,2026-01-21T12:06:02Z,101997,4.07,15.10482,33.59287,4.2,3,2D,11.27,HEARTBEAT,
can_006,2026-01-21T12:07:07Z,107110,3.71,14.49707,33.09727,1.2,10,3D,0.56,EVENT,SERVICE_STOP
can_006,2026-01-21T12:08:32Z,104045,3.71,13.89947,35.5071,5.7,7,NO_FIX,4.26,HEARTBEAT,
can_006,2026-01-21T12:08:34Z,104423,3.88,15.00231,34.99894,7.3,3,NO_FIX,2.78,HEARTBEAT,
can_006,2026-01-21T12:11:26Z,107411,3.9,13.19144,31.20806,1.8,9,3D,4.98,HEARTBEAT,
can_006,2026-01-21T12:12:19Z,102526,3.61,13.17219,30.21571,0.9,12,3D,0.9,EVENT,SERVICE_STOP
can_006,2026-01-21T12:14:30Z,106646,3.87,13.20507,31.19818,5.2,5,2D,5.04,HEARTBEAT,
can_006,2026-01-21T12:18:56Z,104646,3.87,13.99784,30.99354,2.9,7,NO_FIX,2.51,HEARTBEAT,
can_006,2026-01-21T12:19:31Z,109504,3.82,15.40312,32.79135,1.4,10,3D,0.25,EVENT,REFILL
can_006,2026-01-21T12:21:25Z,109571,3.92,14.0071,31.00118,1.4,11,3D,0.41,EVENT,REFILL
can_006,2026-01-21T12:21:34Z,105026,3.6,15.60499,32.53146,2.8,5,NO_FIX,11.17,HEARTBEAT,
can_006,2026-01-21T12:22:01Z,106656,3.67,14.7942,34.49178,5.8,7,2D,8.27,HEARTBEAT,
can_006,2026-01-21T12:22:20Z,103236,3.83,12.49716,30.5056,2.1,7,NO_FIX,10.97,HEARTBEAT,
can_006,2026-01-21T12:22:51Z,103428,3.58,15.20703,31.80195,4.9,6,NO_FIX,1.59,HEARTBEAT,
can_006,2026-01-21T12:23:47Z,101553,4.0,14.49681,33.09257,1.2,9,3D,0.22,EVENT,SERVICE_STOP
can_006,2026-01-21T12:23:51Z,103113,3.7,15.79511,33.19599,1.8,9,3D,2.09,HEARTBEAT,
can_006,2026-01-21T12:24:55Z,104507,3.56,14.40307,33.52512,2.4,3,NO_FIX,2.38,HEARTBEAT,
can_006,2026-01-21T12:27:44Z,105691,3.76,15.40722,32.79599,6.7,4,2D,1.6,HEARTBEAT,
can_006,2026-01-21T12:30:53Z,101325,3.78,14.40082,33.51371,1.1,9,3D,1.37,EVENT,DEPLETED
can_006,2026-01-21T12:31:55Z,105491,3.54,14.09904,32.63545,2.5,5,2D,4.49,HEARTBEAT,
can_006,2026-01-21T12:33:16Z,101325,3.94,14.20042,32.10257,1.0,13,3D,0.76,EVENT,DEPLETED
can_006,2026-01-21T12:35:06Z,103362,4.13,13.99124,30.99279,5.5,6,2D,6.38,HEARTBEAT,
can_006,2026-01-21T12:37:43Z,101641,3.63,12.89819,33.8925,3.0,6,2D,3.55,HEARTBEAT,
can_006,2026-01-21T12:38:03Z,104880,4.18,13.1668,30.20415,1.3,14,3D,0.37,EVENT,SERVICE_STOP
can_006,2026-01-21T12:39:20Z,102230,4.19,12.49146,30.49857,1.8,9,3D,5.06,HEARTBEAT,
can_006,2026-01-21T12:39:44Z,101325,3.67,15.49349,32.5593,1.3,12,3D,0.26,EVENT,DEPLETED
can_006,2026-01-21T12:39:51Z,104243,3.86,12.89406,33.89411,1.8,9,3D,10.79,HEARTBEAT,
can_006,2026-01-21T12:43:12Z,105609,3.7,12.50011,30.49637,2.7,6,NO_FIX,9.01,HEARTBEAT,
can_006,2026-01-21T12:45:35Z,101325,3.59,14.20148,32.0943,1.2,11,3D,1.25,EVENT,DEPLETED
can_006,2026-01-21T12:47:34Z,101629,3.8,14.50506,33.10564,1.2,13,3D,1.03,EVENT,SERVICE_STOP
can_006,2026-01-21T12:48:33Z,103372,3.62,14.00721,31.00519,1.8,9,3D,3.73,HEARTBEAT,
can_006,2026-01-21T12:48:53Z,105150,3.87,14.80738,34.50177,1.0,10,3D,0.13,EVENT,SERVICE_STOP
can_006,2026-01-21T12:50:20Z,103943,4.18,14.19325,32.10247,1.4,14,3D,0.84,EVENT,SERVICE_STOP
can_006,2026-01-21T12:51:39Z,106295,3.53,14.99672,34.9939,1.8,9,3D,10.5,HEARTBEAT,
can_006,2026-01-21T12:52:27Z,105442,3.83,12.90024,33.90764,1.8,9,3D,0.84,HEARTBEAT,
can_006,2026-01-21T12:53:36Z,101325,3.64,12.89227,33.90307,1.1,9,3D,1.4,EVENT,DEPLETED
can_006,2026-01-21T12:54:11Z,106985,3.76,13.69845,30.80829,2.8,5,2D,11.16,HEARTBEAT,
can_006,2026-01-21T12:54:13Z,104460,3.51,14.39664,33.51535,3.1,4,2D,5.39,HEARTBEAT,
can_006,2026-01-21T12:55:48Z,103904,3.87,14.50179,33.09827,7.4,4,NO_FIX,0.96,HEARTBEAT,
can_006,2026-01-21T12:57:34Z,103768,3.74,12.47388,34.93131,3.6,3,NO_FIX,1.88,HEARTBEAT,
can_006,2026-01-21T12:59:22Z,105051,3.57,12.92654,34.22141,5.1,4,2D,8.14,HEARTBEAT,
can_006,2026-01-21T13:00:33Z,101325,3.97,12.85404,32.98704,1.5,9,3D,0.51,EVENT,DEPLETED
can_006,2026-01-21T13:00:44Z,101993,3.97,13.49365,33.8061,3.1,5,2D,2.88,HEARTBEAT,
can_006,2026-01-21T13:03:04Z,101880,3.95,15.39413,32.79746,3.4,3,NO_FIX,6.56,HEARTBEAT,
can_006,2026-01-21T13:04:29Z,106922,3.63,15.09845,33.60723,6.9,7,NO_FIX,6.01,HEARTBEAT,
can_006,2026-01-21T13:05:21Z,102091,3.87,14.54649,35.72605,1.8,9,3D,8.28,HEARTBEAT,
can_006,2026-01-21T13:06:20Z,104872,3.91,14.00825,31.00633,1.2,9,3D,0.06,EVENT,SERVICE_STOP
can_006,2026-01-21T13:06:37Z,101993,3.94,14.39822,33.5194,6.6,5,NO_FIX,11.66,HEARTBEAT,
can_006,2026-01-21T13:09:14Z,105527,3.51,14.3964,33.52558,1.2,9,3D,1.24,EVENT,SERVICE_STOP
can_006,2026-01-21T13:11:14Z,102789,3.58,13.17857,30.21443,1.8,9,3D,2.3,HEARTBEAT,
can_006,2026-01-21T13:14:16Z,102908,4.16,14.80384,34.49221,4.9,3,NO_FIX,7.73,HEARTBEAT,
can_006,2026-01-21T13:14:46Z,107769,3.53,14.39731,33.52371,7.6,5,NO_FIX,4.25,HEARTBEAT,
can_006,2026-01-21T13:17:24Z,106938,4.11,15.79541,33.20278,4.7,6,2D,11.66,HEARTBEAT,
can_006,2026-01-21T13:19:38Z,101325,4.07,12.50626,30.49155,1.0,9,3D,0.41,EVENT,DEPLETED
can_006,2026-01-21T13:21:12Z,105439,3.79,13.89935,35.50315,1.8,9,3D,3.21,HEARTBEAT,
can_006,2026-01-21T13:24:00Z,105357,3.76,12.49568,30.50264,1.1,10,3D,0.05,EVENT,SERVICE_STOP
can_006,2026-01-21T13:25:52Z,106569,3.89,13.4923,34.0001,1.8,9,3D,9.6,HEARTBEAT,
can_006,2026-01-21T13:27:29Z,106798,4.06,15.19986,31.80883,4.3,3,NO_FIX,1.04,HEARTBEAT,
can_006,2026-01-21T13:32:26Z,105907,3.52,14.4094,33.52061,4.8,7,NO_FIX,4.71,HEARTBEAT,
can_006,2026-01-21T13:33:38Z,107726,3.58,13.90742,35.49804,1.2,12,3D,1.08,EVENT,SERVICE_STOP
can_006,2026-01-21T13:34:59Z,110090,3.85,13.17739,30.20726,0.8,12,3D,0.11,EVENT,REFILL
can_006,2026-01-21T13:35:23Z,102971,3.93,15.19727,31.79622,2.4,3,2D,11.91,HEARTBEAT,
can_006,2026-01-21T13:35:47Z,105990,3.69,15.19138,31.79927,1.8,9,3D,11.99,HEARTBEAT,
can_006,2026-01-21T13:35:51Z,101325,3.68,14.19576,32.09193,1.4,12,3D,1.45,EVENT,DEPLETED
can_006,2026-01-21T13:36:01Z,101325,3.84,15.40846,32.79602,1.4,11,3D,1.05,EVENT,DEPLETED
can_006,2026-01-21T13:38:13Z,105077,3.5,12.49485,30.49556,1.0,14,3D,1.09,EVENT,SERVICE_STOP
can_006,2026-01-21T13:40:36Z,109072,3.94,13.16737,30.2033,1.3,13,3D,0.03,EVENT,REFILL
can_006,2026-01-21T13:41:23Z,106997,4.11,15.10389,33.59529,4.6,5,NO_FIX,6.29,HEARTBEAT,
can_006,2026-01-21T13:42:18Z,102120,4.0,13.70473,30.80473,1.2,13,3D,0.24,EVENT,SERVICE_STOP
can_006,2026-01-21T13:44:08Z,103270,3.64,13.69519,30.80544,1.2,14,3D,1.5,EVENT,SERVICE_STOP
can_006,2026-01-21T13:44:52Z,102882,3.97,15.20795,31.80391,2.9,5,2D,11.91,HEARTBEAT,
can_006,2026-01-21T13:45:13Z,103142,3.69,12.50627,30.49533,1.8,9,3D,3.04,HEARTBEAT,
can_006,2026-01-21T13:45:33Z,103325,3.69,12.90453,33.89953,2.9,5,2D,3.49,HEARTBEAT,
can_006,2026-01-21T13:47:24Z,101965,3.85,15.50055,32.55768,6.2,7,2D,3.86,HEARTBEAT,
can_006,2026-01-21T13:49:22Z,102031,4.03,13.699,30.80656,4.1,7,2D,3.15,HEARTBEAT,
can_006,2026-01-21T13:52:17Z,103072,4.19,15.60991,32.53627,6.7,6,NO_FIX,3.29,HEARTBEAT,
can_006,2026-01-21T13:56:05Z,101737,3.88,12.86106,32.9922,2.9,4,NO_FIX,3.82,HEARTBEAT,
can_006,2026-01-21T13:57:06Z,103480,3.54,13.50012,34.00478,1.8,9,3D,5.71,HEARTBEAT,
can_006,2026-01-21T13:57:39Z,102107,3.55,14.39494,33.51921,1.1,9,3D,0.08,EVENT,SERVICE_STOP
can_006,2026-01-21T13:59:22Z,111374,4.2,14.5039,34.29542,1.0,10,3D,0.14,EVENT,REFILL
can_006,2026-01-21T14:01:26Z,105314,4.14,15.00851,34.99112,7.5,5,NO_FIX,6.97,HEARTBEAT,
can_006,2026-01-21T14:02:03Z,101325,4.06,14.19892,32.10055,1.0,13,3D,0.86,EVENT,DEPLETED
can_006,2026-01-21T14:02:23Z,110646,3.75,14.19757,32.0988,1.3,9,3D,0.36,EVENT,REFILL
can_006,2026-01-21T14:07:01Z,106557,4.1,13.90392,35.49882,7.5,3,NO_FIX,10.02,HEARTBEAT,
can_006,2026-01-21T14:07:52Z,106428,3.97,14.50405,33.0949,1.8,9,3D,11.65,HEARTBEAT,
can_006,2026-01-21T14:08:46Z,105743,4.1,14.19423,32.10701,1.0,12,3D,0.95,EVENT,SERVICE_STOP
can_006,2026-01-21T14:09:24Z,109485,3.54,15.39625,32.79395,0.9,12,3D,0.2,EVENT,REFILL
can_006,2026-01-21T14:15:10Z,104785,3.97,15.40236,32.79601,1.8,9,3D,1.93,HEARTBEAT,
can_006,2026-01-21T14:19:27Z,102509,4.17,15.21801,30.30223,1.8,9,3D,8.7,HEARTBEAT,
can_006,2026-01-21T14:22:33Z,103374,4.14,15.10066,33.60657,2.8,4,NO_FIX,1.47,HEARTBEAT,
can_006,2026-01-21T14:24:59Z,103149,3.52,15.1965,31.79105,6.3,5,NO_FIX,4.04,HEARTBEAT,
can_006,2026-01-21T14:25:01Z,103353,4.03,14.19638,32.09916,2.5,3,2D,5.13,HEARTBEAT,
can_006,2026-01-21T14:25:33Z,101325,3.89,13.89104,35.49605,1.2,12,3D,0.16,EVENT,DEPLETED
can_006,2026-01-21T14:25:57Z,103952,4.17,15.39338,32.79634,1.8,9,3D,8.65,HEARTBEAT,
can_006,2026-01-21T14:26:02Z,101325,3.85,12.42908,34.31565,1.4,12,3D,0.64,EVENT,DEPLETED
can_006,2026-01-21T14:32:13Z,102434,3.87,15.24794,34.54776,3.2,5,2D,3.74,HEARTBEAT,
can_006,2026-01-21T14:34:52Z,103803,3.5,13.20646,31.20642,2.8,4,NO_FIX,6.27,HEARTBEAT,
can_006,2026-01-21T14:36:13Z,107400,3.79,15.40052,32.80745,0.8,9,3D,1.49,EVENT,SERVICE_STOP
can_006,2026-01-21T14:42:17Z,105281,3.57,13.69394,30.79302,7.4,7,2D,5.21,HEARTBEAT,
can_006,2026-01-21T14:44:12Z,101325,4.13,13.90495,35.50083,1.4,13,3D,1.01,EVENT,DEPLETED
can_006,2026-01-21T14:47:36Z,101325,3.74,13.7085,30.79353,1.0,11,3D,0.2,EVENT,DEPLETED
can_006,2026-01-21T14:47:52Z,105915,3.93,15.19739,31.79607,7.0,7,NO_FIX,3.14,HEARTBEAT,
can_006,2026-01-21T14:48:00Z,110299,4.09,13.19896,31.19565,1.0,10,3D,1.11,EVENT,REFILL
can_006,2026-01-21T14:49:00Z,103982,3.98,15.3985,32.7946,1.8,9,3D,10.91,HEARTBEAT,
can_006,2026-01-21T14:52:43Z,109606,3.99,12.8641,32.98983,1.4,10,3D,0.68,EVENT,REFILL
can_006,2026-01-21T14:54:59Z,102174,4.02,13.7072,30.79639,5.2,5,2D,2.59,HEARTBEAT,
can_006,2026-01-21T14:58:10Z,111884,3.52,14.66489,30.99144,1.1,10,3D,1.02,EVENT,REFILL
can_006,2026-01-21T15:01:41Z,109024,4.08,14.39756,33.52482,0.8,11,3D,0.91,EVENT,REFILL
can_006,2026-01-21T15:02:46Z,105483,3.83,14.99247,35.00006,7.2,3,2D,4.33,HEARTBEAT,
can_006,2026-01-21T15:08:09Z,105634,3.92,15.20862,31.80405,1.8,9,3D,7.15,HEARTBEAT,
can_006,2026-01-21T15:09:28Z,101325,3.81,13.20043,31.19579,1.1,9,3D,1.11,EVENT,DEPLETED
can_006,2026-01-21T15:10:10Z,103513,3.86,14.00778,30.51821,6.4,4,2D,11.73,HEARTBEAT,
can_006,2026-01-21T15:12:24Z,105987,4.14,15.80247,33.19684,4.6,3,2D,1.76,HEARTBEAT,
can_006,2026-01-21T15:13:18Z,109776,3.72,15.04884,32.63073,0.9,12,3D,1.2,EVENT,REFILL
can_006,2026-01-21T15:15:17Z,105951,4.17,13.99344,30.99369,3.4,5,2D,11.17,HEARTBEAT,
can_006,2026-01-21T15:20:58Z,110876,3.55,12.50767,30.49427,1.4,12,3D,0.2,EVENT,REFILL
can_006,2026-01-21T15:22:38Z,103508,3.68,13.35426,32.68522,4.4,3,2D,2.46,HEARTBEAT,
can_006,2026-01-21T15:24:20Z,105235,3.98,13.19915,31.20601,1.8,9,3D,1.2,HEARTBEAT,
can_006,2026-01-21T15:26:00Z,105805,4.12,13.50324,33.99168,0.9,9,3D,1.33,EVENT,SERVICE_STOP
can_006,2026-01-21T15:27:27Z,104092,3.84,13.70004,30.79134,2.3,5,NO_FIX,0.89,HEARTBEAT,
can_006,2026-01-21T15:29:26Z,105820,3.57,15.79146,33.2041,5.6,5,2D,1.8,HEARTBEAT,
can_006,2026-01-21T15:33:12Z,102020,4.19,13.50534,33.99816,2.8,4,2D,11.4,HEARTBEAT,
can_006,2026-01-21T15:35:52Z,102591,4.07,14.49105,33.09843,1.8,9,3D,6.76,HEARTBEAT,
can_006,2026-01-21T15:35:57Z,102228,4.0,13.49301,34.00307,6.9,7,NO_FIX,8.35,HEARTBEAT,
can_006,2026-01-21T15:36:25Z,101325,3.76,12.49212,30.50852,0.9,13,3D,0.79,EVENT,DEPLETED
can_006,2026-01-21T15:40:46Z,110987,4.16,14.40989,33.52022,1.0,13,3D,0.42,EVENT,REFILL
can_006,2026-01-21T15:41:40Z,101325,3.66,15.106,33.59782,1.4,13,3D,1.4,EVENT,DEPLETED
can_006,2026-01-21T15:41:45Z,109896,3.86,15.14563,30.2025,1.3,9,3D,0.37,EVENT,REFILL
can_006,2026-01-21T15:43:36Z,103545,3.87,13.50695,34.00071,1.8,9,3D,1.99,HEARTBEAT,
can_006,2026-01-21T15:44:27Z,105228,3.86,15.10704,33.60387,1.8,9,3D,6.13,HEARTBEAT,
can_006,2026-01-21T15:47:17Z,109463,3.74,14.50674,33.10413,1.0,10,3D,0.85,EVENT,REFILL
can_006,2026-01-21T15:49:42Z,101325,4.14,13.50235,33.19416,1.4,14,3D,0.83,EVENT,DEPLETED
can_006,2026-01-21T15:54:35Z,101960,4.14,14.19576,32.10576,4.6,7,NO_FIX,5.23,HEARTBEAT,
can_006,2026-01-21T15:58:23Z,110005,4.14,12.89235,33.89209,1.2,14,3D,0.85,EVENT,REFILL
can_006,2026-01-21T16:04:46Z,106252,3.71,13.16881,30.21315,1.8,9,3D,10.09,HEARTBEAT,
can_006,2026-01-21T16:10:43Z,104102,3.82,13.90074,35.49653,4.1,3,NO_FIX,4.27,HEARTBEAT,
can_006,2026-01-21T16:13:40Z,101874,3.64,14.39336,33.51932,2.4,7,NO_FIX,6.21,HEARTBEAT,
can_006,2026-01-21T16:13:57Z,104498,3.91,14.80734,34.5067,2.3,6,NO_FIX,0.08,HEARTBEAT,
can_006,2026-01-21T16:14:24Z,101778,3.55,14.79122,34.49107,7.5,5,NO_FIX,8.22,HEARTBEAT,
can_006,2026-01-21T16:14:40Z,107042,3.93,12.86598,32.99076,1.8,9,3D,11.27,HEARTBEAT,
can_006,2026-01-21T16:15:25Z,103857,3.53,13.99375,30.99338,2.8,5,2D,11.55,HEARTBEAT,
can_006,2026-01-21T16:15:52Z,101783,4.01,15.40053,32.80868,2.5,7,2D,3.86,HEARTBEAT,
can_006,2026-01-21T16:17:31Z,102823,3.7,14.40856,33.51136,3.4,3,NO_FIX,3.11,HEARTBEAT,
can_006,2026-01-21T16:20:55Z,104074,4.09,14.19261,32.10148,7.1,3,2D,8.78,HEARTBEAT,
can_006,2026-01-21T16:25:49Z,102381,4.12,14.79433,34.49308,7.0,6,NO_FIX,0.97,HEARTBEAT,
can_006,2026-01-21T16:26:57Z,101325,3.56,13.50604,34.00394,1.3,12,3D,1.29,EVENT,DEPLETED
can_006,2026-01-21T16:28:36Z,106986,3.52,14.50353,33.0949,5.9,5,2D,2.21,HEARTBEAT,
can_006,2026-01-21T16:29:26Z,105816,3.85,14.99494,35.00171,3.7,4,2D,6.12,HEARTBEAT,
can_006,2026-01-21T16:34:36Z,105334,4.13,13.99322,31.00312,4.2,4,2D,4.65,HEARTBEAT,
can_006,2026-01-21T16:35:10Z,101325,3.97,14.19177,32.10191,1.4,13,3D,0.57,EVENT,DEPLETED
can_006,2026-01-21T16:41:01Z,105377,4.08,15.80311,33.19993,3.4,7,NO_FIX,6.57,HEARTBEAT,
can_006,2026-01-21T16:41:07Z,104018,3.73,12.86045,32.99129,1.3,10,3D,0.97,EVENT,SERVICE_STOP
can_006,2026-01-21T16:41:56Z,106356,3.57,13.19583,31.19633,1.8,9,3D,7.02,HEARTBEAT,
can_006,2026-01-21T16:44:47Z,106606,3.86,14.80696,34.49758,7.4,3,2D,3.78,HEARTBEAT,
can_006,2026-01-21T16:46:40Z,106655,3.59,15.19152,31.80725,4.9,3,NO_FIX,8.9,HEARTBEAT,
can_006,2026-01-21T16:47:13Z,104241,3.99,14.80368,34.49242,3.0,3,NO_FIX,10.01,HEARTBEAT,
can_006,2026-01-21T16:48:59Z,107929,4.04,15.0068,34.99361,7.0,7,NO_FIX,11.47,HEARTBEAT,
can_006,2026-01-21T16:49:10Z,107995,3.97,15.60767,32.53468,6.0,5,2D,8.79,HEARTBEAT,
can_006,2026-01-21T16:50:39Z,107970,3.51,15.61945,32.53403,2.0,5,2D,0.85,HEARTBEAT,
can_006,2026-01-21T16:52:21Z,101325,4.14,15.61965,32.52578,1.2,12,3D,1.33,EVENT,DEPLETED
can_006,2026-01-21T16:55:54Z,102135,3.7,13.6964,30.80862,5.2,7,NO_FIX,10.65,HEARTBEAT,
can_006,2026-01-21T17:03:12Z,101325,3.76,12.86405,32.98253,1.3,13,3D,1.48,EVENT,DEPLETED
can_006,2026-01-21T17:03:55Z,107016,3.54,12.87079,32.98849,1.8,9,3D,2.26,HEARTBEAT,
can_006,2026-01-21T17:04:47Z,103684,3.64,15.19415,31.79206,7.1,6,2D,9.11,HEARTBEAT,
can_006,2026-01-21T17:06:42Z,105872,4.2,13.90525,35.50433,1.8,9,3D,10.39,HEARTBEAT,
can_006,2026-01-21T17:06:56Z,104729,3.98,12.5037,30.50534,0.9,9,3D,0.15,EVENT,SERVICE_STOP
can_006,2026-01-21T17:08:16Z,104933,4.09,13.99894,31.00701,4.1,3,NO_FIX,0.81,HEARTBEAT,
can_006,2026-01-21T17:08:49Z,104401,3.54,13.19953,31.20235,8.0,4,NO_FIX,6.18,HEARTBEAT,
can_006,2026-01-21T17:11:54Z,107829,4.03,15.10239,33.60502,5.8,5,2D,7.18,HEARTBEAT,
can_006,2026-01-21T17:12:37Z,102429,3.77,15.49177,32.56468,3.6,5,NO_FIX,5.03,HEARTBEAT,
can_006,2026-01-21T17:13:54Z,101325,3.8,12.86117,32.98322,1.4,10,3D,1.4,EVENT,DEPLETED
can_006,2026-01-21T17:14:57Z,102818,3.74,12.90776,33.90562,6.6,4,2D,11.02,HEARTBEAT,
can_006,2026-01-21T17:15:06Z,106888,3.82,12.49584,30.49617,7.2,7,2D,11.01,HEARTBEAT,
can_006,2026-01-21T17:15:11Z,103886,3.91,13.89689,35.49441,1.8,9,3D,9.74,HEARTBEAT,
can_006,2026-01-21T17:15:30Z,104036,3.87,15.79884,33.19348,1.8,9,3D,0.06,HEARTBEAT,
can_006,2026-01-21T17:15:41Z,104192,3.82,14.00533,31.00873,1.8,9,3D,1.22,HEARTBEAT,
can_006,2026-01-21T17:16:42Z,106694,3.69,12.89604,33.89351,4.4,5,2D,1.05,HEARTBEAT,
can_006,2026-01-21T17:18:28Z,101522,3.94,15.50962,32.55417,7.9,7,NO_FIX,4.05,HEARTBEAT,
can_006,2026-01-21T17:20:42Z,103561,4.15,13.17826,30.20647,2.4,4,NO_FIX,9.31,HEARTBEAT,
can_006,2026-01-21T17:22:31Z,106378,4.14,14.20272,32.09753,4.4,3,2D,6.03,HEARTBEAT,
can_006,2026-01-21T17:25:47Z,102740,4.08,15.60483,32.53447,1.8,9,3D,9.3,HEARTBEAT,
can_006,2026-01-21T17:25:56Z,106469,3.87,13.69921,30.80742,1.8,9,3D,3.37,HEARTBEAT,
can_006,2026-01-21T17:27:29Z,110390,3.88,13.19126,31.19815,1.1,12,3D,0.57,EVENT,REFILL
can_006,2026-01-21T17:28:17Z,102503,3.56,14.00472,30.99128,2.3,6,NO_FIX,0.3,HEARTBEAT,
can_006,2026-01-21T17:28:21Z,102493,3.83,13.16675,30.21278,5.6,7,NO_FIX,11.57,HEARTBEAT,
can_006,2026-01-21T17:28:57Z,111738,3.54,13.9056,35.4992,1.2,10,3D,0.79,EVENT,REFILL
can_006,2026-01-21T17:31:06Z,103891,3.5,12.90471,33.90594,1.8,9,3D,9.3,HEARTBEAT,
can_006,2026-01-21T17:32:30Z,106368,3.65,12.89977,33.89142,1.5,10,3D,1.08,EVENT,SERVICE_STOP
can_006,2026-01-21T17:32:52Z,110036,3.5,13.16728,30.21761,1.0,9,3D,0.79,EVENT,REFILL
can_006,2026-01-21T17:39:45Z,106030,3.93,13.38945,33.53395,1.8,9,3D,9.69,HEARTBEAT,
can_006,2026-01-21T17:40:38Z,107838,3.96,12.68755,35.43144,1.4,12,3D,1.25,EVENT,SERVICE_STOP
can_006,2026-01-21T17:44:08Z,102282,3.68,15.19851,31.79435,0.9,13,3D,1.01,EVENT,SERVICE_STOP
can_006,2026-01-21T17:44:43Z,107697,3.63,14.20505,32.09286,1.4,10,3D,1.27,EVENT,SERVICE_STOP
can_006,2026-01-21T17:50:21Z,106184,4.11,15.49983,32.55313,1.4,10,3D,0.45,EVENT,SERVICE_STOP
can_006,2026-01-21T17:51:12Z,107893,3.62,13.19121,31.19986,5.9,3,2D,6.96,HEARTBEAT,
can_006,2026-01-21T17:52:52Z,101325,3.56,12.897,33.89678,1.0,13,3D,1.08,EVENT,DEPLETED
can_006,2026-01-21T17:54:08Z,106724,3.95,15.10881,33.60548,1.4,10,3D,1.37,EVENT,SERVICE_STOP
can_006,2026-01-21T17:54:09Z,104163,3.58,15.40572,32.80687,6.5,4,2D,11.4,HEARTBEAT,
can_006,2026-01-21T17:54:36Z,101325,3.83,14.20584,32.09423,1.0,9,3D,0.28,EVENT,DEPLETED
can_006,2026-01-21T17:56:24Z,103463,3.59,13.53485,33.32478,7.2,7,NO_FIX,11.73,HEARTBEAT,
can_006,2026-01-21T18:00:07Z,106702,3.6,15.10467,33.60518,7.1,3,2D,5.01,HEARTBEAT,
